source_row,model,title,ground_truth_valid,ground_truth_source,ground_truth_count,matched_ground_truth,noise_label,noise_free,noise_reason,model_output_matches_ground_truth,model_output_issue,model_signature,relevant_nosmi,reaction_count,max_reactant_count,max_reagent_count,max_product_count,template_failure,missing_product_atom_maps,identical_structures,evaluation_error,many_reactants,many_products,many_reagents,no_reagent,rare_template,many_products_filtered,many_products_passed,many_reactants_filtered,many_reactants_passed,many_reagents_filtered,many_reagents_passed,no_reagent_filtered,no_reagent_passed,rare_template_filtered,rare_template_passed
333,gpt-5.4-low,"N-[5-(6-fluoro-3-pyridinyl)-2,3-dihydro-1H-inden-2-yl]-2-propanesulfonamide",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
334,gpt-5.4-low,4-allyl-1H-indol-5-ol,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""C=CCc1c(O)ccc2nccc12""], ""reactants"": [""C=CCOc1ccc2nccc2c1""], ""reagents"": [""Cc1ccc(C)c(C)c1C""]}",0,1,1,1,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
335,gpt-5.4-low,Step 1 5-(3-Dimethylamino-acryloyl)-4′-methyl-biphenyl-3-carboxylic acid (2-methoxy-1-methyl-ethyl)-amide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COCC(C)NC(=O)c1cc(C(=O)C=CN(C)C)cc(-c2ccc(C)cc2)c1""], ""reactants"": [""COC(C)(OC)N(C)C"", ""COCC(C)NC(=O)c1cc(C(C)=O)cc(-c2ccc(C)cc2)c1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
336,gpt-5.4-low,4-(3-Chloro-pyrazin-2-ylamino)-1H-pyrazole-3-carboxylic acid (4-fluoro-phenyl)-amide,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=C(Nc1ccc(F)cc1)c1nncc1Nc1nccnc1Cl""], ""reactants"": [""Clc1nccnc1Cl"", ""Nc1cnnc1C(=O)Nc1ccc(F)cc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
337,gpt-5.4-low,"N-[9,9,9′,9′-tetramethyl-7′-(4-nitro-phenylethynyl)-9H,9′H-[2,2′]bifluoreny-7-yl]-acetamide",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CC(=O)Nc1ccc2c(c1)C(C)(C)c1cc(-c3ccc4c(c3)C(C)(C)c3cc(C#C[Si](C)(C)C)ccc3-4)ccc1-2"", ""CC(=O)Nc1ccc2c(c1)C(C)(C)c1cc(-c3ccc4c(c3)C(C)(C)c3cc(C#Cc5ccc(N(=O)O)cc5)ccc3-4)ccc1-2""], ""reactants"": [""C#C[Si](C)(C)C"", ""CC(=O)Nc1ccc2c(c1)C(C)(C)c1cc(-c3ccc4c(c3)C(C)(C)c3cc(C#C[Si](C)(C)C)ccc3-4)ccc1-2"", ""CC1(C)c2cc(N)ccc2-c2ccc(-c3ccc4c(c3)C(C)(C)c3cc(Br)ccc3-4)cc21"", ""O=N(O)c1ccc(I)cc1""], ""reagents"": []}",1,4,2,0,1,1,1,0,product atom mapping is incomplete | Reaction contains an unresolved (NoSmi) compound.,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
338,gpt-5.4-low,"2-[(R)-1-[(3R,4S)-1-Benzyl-4-(3,4-difluoro-phenyl)-pyrrolidin-3-yl]-2-(tert-butyl-dimethyl-silanyloxy)-ethoxy]-5-chloro-pyridine",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
339,gpt-5.4-low,"2-[4-(Dimethoxy-phosphoryl)-but-2-enyl]-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1,3-dihydro-isobenzofuran-5-yl)-4-methyl-hex-4-enoic Acid Methyl Ester",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COC(=O)C(CC=CCP(=O)(OC)OC)CC(C)=CCc1c(O)c2c(c(C)c1OC)COC2=O""], ""reactants"": [""COC(=O)C(CC=CCBr)CC(C)=CCc1c(O)c2c(c(C)c1OC)COC2=O"", ""COP(OC)OC""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
340,gpt-5.4-low,N-(4-propargylpiperazin-1-ylethyl)-2-methyl-3-hydroxy-4-pyridinone,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""C#CCN1CCN(CCn2ccc(=O)c(O)c2C)CC1""], ""reactants"": [""C#CCN1CCNCC1"", ""Cc1c(O)c(=O)ccn1CCCl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
341,gpt-5.4-low,"1-(2,6-diisopropyl-phenyl)-3-[1-(toluene-4-sulfonyl)cyclopentylmethyl]-urea",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""Cc1ccc(S(=O)(=O)C2(CNC(=O)Nc3c(C(C)C)cccc3C(C)C)CCCC2)cc1""], ""reactants"": [""CC(C)c1cccc(C(C)C)c1N=C=O"", ""Cc1ccc(S(=O)(=O)C2(CN)CCCC2)cc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
342,gpt-5.4-low,4-(4-oxo-4H-chromen-6-yl)benzoic Acid,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""O=C(O)c1ccc(-c2ccc3occc(=O)c3c2)cc1""], ""reactants"": [""O=C(O)c1ccc(B(O)O)cc1"", ""O=c1ccoc2ccc(Br)cc12""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
343,gpt-5.4-low,4-Bromo-2-(2-bromo-ethyl)-benzenesulfonyl chloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=S(=O)(Cl)c1ccc(Br)cc1CCBr""], ""reactants"": [""BrCCc1cccc(Br)c1"", ""O=S(=O)(O)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
344,gpt-5.4-low,4-trifluoromethylphenylacetyl chloride,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""O=C(Cl)Cc1ccc(C(F)(F)F)cc1""], ""reactants"": [""O=C(O)Cc1ccc(C(F)(F)F)cc1"", ""O=S(Cl)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
345,gpt-5.4-low,"Synthesis of 2-(5,6-dihydro-4H-pyrrolo[3,2,1-ij]quinolin-1-yl)-5-phenyl-1,3,4-oxadiazole (57)",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
346,gpt-5.4-low,Step (i): Synthesis of 2-phenylaminomethylene-malonic acid diethyl ester,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCOC(=O)C(=CNc1ccccc1)C(=O)OCC""], ""reactants"": [""CCOC=C(C(=O)OCC)C(=O)OCC"", ""Nc1ccccc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
347,gpt-5.4-low,[Step 1] 1-[(Chlorocarbonyl)oxy]ethyl 2-methylpropionate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC(OC(=O)Cl)OC(=O)C(C)C""], ""reactants"": [""CCSC(=O)OC(C)OC(=O)C(C)C"", ""O=S(=O)(Cl)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
348,gpt-5.4-low,N-(2-Benzoyl-4-chloro-phenyl)-4-trifluoromethoxy-benzenesulfonamide,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""O=C(c1ccccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1""], ""reactants"": [""Nc1ccc(Cl)cc1C(=O)c1ccccc1"", ""O=S(=O)(Cl)c1ccc(OC(F)(F)F)cc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
349,gpt-5.4-low,"methyl 7-methyl-2,3-dioxo-1,2,3,4-tetrahydroquinoxaline-6-carboxylate",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COC(=O)c1cc2nc(=O)c(=O)nc2cc1C""], ""reactants"": [""CCOC(=O)C(=O)OCC"", ""COC(=O)c1cc(N)c(N)cc1C""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
350,gpt-5.4-low,methyl 6-cyano-7-fluorochroman-4-carboxylate,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""COC(=O)C1CCOc2cc(F)c(C#N)cc21""], ""reactants"": [""COC(=O)C1CCOc2cc(F)c(Br)cc21"", ""N#[C][Cu][C]#N""], ""reagents"": [""CN1CCCC1=O"", ""[Ar]""]}",0,1,2,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
351,gpt-5.4-low,2-benzothiazol-2-yl-3-chloro-3-(4-nitrophenyl)-acrylonitrile,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""N#CC(=C(Cl)c1ccc(N(=O)O)cc1)c1nc2ccccc2s1""], ""reactants"": [""N#CC(=C(O)c1ccc(N(=O)O)cc1)c1nc2ccccc2s1"", ""O=P(Cl)(Cl)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
352,gpt-5.4-low,"Ethyl 4-[2,4-dichloro-7-(1-ethylpropyl)-1H-benzimidazol-1-yl]butanoate",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCOC(=O)CCCn1c(Cl)nc2c(Cl)ccc(C(CC)CC)c21""], ""reactants"": [""CCOC(=O)CCCn1c(=O)nc2c(Cl)ccc(C(CC)CC)c21"", ""O=P(Cl)(Cl)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
353,gpt-5.4-low,"b) Synthesis of 1-hydroxy-6-propyl-3,4-dimethoxybenzene",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CCCc1cc(OC)c(OC)cc1O""], ""reactants"": [""C=CCBr"", ""COc1ccc(O)cc1OC""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
354,gpt-5.4-low,6-(4-Morpholinyl)-2-pyridinamine,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Nc1cccc(N2CCOCC2)n1""], ""reactants"": [""C1COCCN1"", ""Nc1cccc(Cl)n1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
355,gpt-5.4-low,3-[(4-chloro-2-methoxybenzyl)amino]pyridine-4-carboxylic acid,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""COc1cc(Cl)ccc1CNc1cnccc1C(=O)O""], ""reactants"": [""COc1cc(Cl)ccc1CN"", ""O=C(O)c1ccncc1F""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
356,gpt-5.4-low,6-allyloxy-benzothiazole-2-carbonitrile,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""C=CCOc1ccc2nc(C#N)sc2c1"", ""N#Cc1nc2ccc(O)cc2s1""], ""reactants"": [""C=CCBr"", ""COc1ccc2nc(C#N)sc2c1"", ""N#Cc1nc2ccc(O)cc2s1""], ""reagents"": [""Cl"", ""c1ccncc1""]}",0,2,2,2,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
357,gpt-5.4-low,"(R)-3-(4′-Cyano-biphenyl-4-yl)-2-{[(3R,7S)-3-[4-(3,4-dichloro-benzyloxy)-phenyl]-1-methyl-2-oxo-6-((S)-1-phenyl-propyl)-2,3,5,6,7,8-hexahydro-1H-4-oxa-1,6-diaza-anthracene-7-carbonyl]-amino}-propionic acid methyl ester",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
358,gpt-5.4-low,"(R)-8-(5-bromo-2-fluoro-phenyl)-8-methyl-6,6-dioxo-6λ6-thia-9-aza-spiro[4.5]deca-2,9-dien-10-ylamine",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC1(c2cc(Br)ccc2F)CS(=O)(=O)C2(CC=CC2)C(N)=N1""], ""reactants"": [""CC1(c2cc(Br)ccc2F)CS(=O)(=O)C2(CC=CC2)C(=S)N1"", ""N""], ""reagents"": [""CO""]}",0,1,2,1,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
359,gpt-5.4-low,"4-amino-2-[4-(1-cyclopenten-1-ylcarbonyl)piperazinyl]-6,7-dimethoxyquinazoline",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""COc1cc2nc(N3CCN(C(=O)C4=CCCC4)CC3)nc(N)c2cc1OC""], ""reactants"": [""COc1cc2nc(Cl)nc(N)c2cc1OC"", ""O=C(C1=CCCC1)N1CCNCC1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
360,gpt-5.4-low,"1-(N,N-diethylsulphamoyl)-2-oxo-tetrahydroimidazole",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCN(CC)S(=O)(=O)N1CCNC1=O""], ""reactants"": [""C=C"", ""CCN(CC)S(=O)(=O)Cl"", ""NC(N)=O""], ""reagents"": []}",0,1,3,0,1,0,0,0,,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1
361,gpt-5.4-low,"1-acetyl-3-(3,4-methylenedioxyphenyl)-1,3-dihydroimidazo[4,5-b]pyridin-2-one",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CC(=O)n1c(=O)n(-c2ccc3c(c2)OCO3)c2ncccc21""], ""reactants"": [""CC(=O)OC(C)=O"", ""O=c1nc2cccnc2n1-c1ccc2c(c1)OCO2""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
362,gpt-5.4-low,4-Hydroxy-7-(2-hydroxy-3-phenoxypropoxy) coumarin,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""O=c1cc(O)c2ccc(OCC(O)COc3ccccc3)cc2o1""], ""reactants"": [""N=C1CC(=O)Oc2cc(OCC(O)COc3ccccc3)ccc21"", ""O=S(=O)(O)O""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
363,gpt-5.4-low,"(b) 2-Chloro-5-cyano-6-methyl-3-pyridine-carboxylic acid, ethyl ester",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCOC(=O)c1cc(C#N)c(C)nc1Cl""], ""reactants"": [""CCOC(=O)c1cc(C#N)c(C)nc1O"", ""O=P(Cl)(Cl)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
364,gpt-5.4-low,(b) N-2-hydroxypropyl-5-methyl-oxazolidine (HIPOX),False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CC(O)CN1COC(C)C1""], ""reactants"": [""CC(O)CNCC(C)O"", ""[H]C([H])(O)O""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
365,gpt-5.4-low,ethyl β-(2-naphthyl)-acrylate,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CCOC(=O)C=Cc1ccc2ccccc2c1""], ""reactants"": [""C=CC(=O)OCC"", ""O=C(Cl)c1ccc2ccccc2c1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
366,gpt-5.4-low,2-(5-hyroxypentylamino)-5-(6-methyl-3-pyridylmethyl)-4-pyrimidone,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Cc1ccc(Cc2cnc(NCCCCCO)nc2=O)cn1""], ""reactants"": [""CSc1ncc(Cc2ccc(C)nc2)c(=O)n1"", ""NCCCCCO""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
367,gpt-5.4-low,"4-methoxycarbonyl-1-(3,5-dimethylphenyl)-5-pyrazolecarboxamide",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
368,gpt-5.4-low,cis methyl N-t-butoxycarbonyl-4-(2-di-ethylphosphonoethyl)pyrrolidine-2-carboxylate,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCOP(=O)(CCC1CC(C(=O)OC)N(C(=O)OC(C)(C)C)C1)OCC""], ""reactants"": [""CCOP(OCC)OCC"", ""COC(=O)C1CC(CCBr)CN1C(=O)OC(C)(C)C""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
369,gpt-5.4-low,"4-dibenzylaminobutyric acid, ethyl ester",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CCOC(=O)CCCN(Cc1ccccc1)Cc1ccccc1""], ""reactants"": [""CCOC(=O)CCCI"", ""c1ccc(CNCc2ccccc2)cc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
370,gpt-5.4-low,"3,4-dihydro-3-methyl-1-phenylbenzo[f]phthalazine",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
371,gpt-5.4-low,"N-(ethyl)-2-dimethylamino-1,2,3,4-tetrahydrodibenzofuran-8-carboxamide",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCNC(=O)c1ccc2oc3c(c2c1)CC(N(C)C)CC3""], ""reactants"": [""CCN"", ""CN(C)C1CCc2oc3ccc(C(=O)Cl)cc3c2C1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
372,gpt-5.4-low,"{3-[2-Difluoromethyl-5-(4-methoxy-phenyl)-2H-[1,2,4]triazol-3-yl]-benzyl}-dimethyl-amine",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""COc1ccc(-c2nc(-c3cccc(CN(C)C)c3)n(C(F)F)n2)cc1""], ""reactants"": [""CNC"", ""COc1ccc(-c2nc(-c3cccc(C=O)c3)n(C(F)F)n2)cc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
373,gpt-5.4-low,6-{trans-[4-(2-methyl-3-phenylpropylamino)-cyclohexyl]}-3H-benzoxazol-2-one,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
374,gpt-5.4-low,Preparation of 1-phenyl-3-trifluoromethyl-5-(p-tolyl)-1H-pyrazole,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccccc2)cc1""], ""reactants"": [""Cc1ccc(-c2cc(C(F)(F)F)nn2)cc1"", ""Ic1ccccc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
375,gpt-5.4-low,"4-(2,3-dimethoxybenzoyl)pyridine",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""COc1cccc(C(=O)c2ccncc2)c1OC""], ""reactants"": [""O=C(O)c1ccncc1"", ""[Li][c]1cccc(OC)c1OC""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
376,gpt-5.4-low,3-(1H-Indol-6-yl)-3-(3-chloro-phenyl)-N-methyl-propionamide,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CNC(=O)CC(c1cccc(Cl)c1)c1ccc2ccnc2c1""], ""reactants"": [""COC(=O)CC(c1cccc(Cl)c1)c1ccc2ccnc2c1""], ""reagents"": []}",0,1,1,0,1,1,1,0,product atom mapping is incomplete,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0
377,gpt-5.4-low,"5-Chloro-3-(2-chloro-phenyl)-6-(2,4-difluoro-phenoxy)-1H-pyrazolo[3,4-b]pyrazine",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Fc1ccc(Oc2nc3nnc(-c4ccccc4Cl)c3nc2Cl)c(F)c1""], ""reactants"": [""Fc1ccc(Oc2cnc3c(-c4ccccc4Cl)nnc3n2)c(F)c1"", ""[Cl]""], ""reagents"": [""ClC(Cl)(Cl)Cl""]}",0,1,2,1,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
378,gpt-5.4-low,3-(4-trifluoromethylphenoxy)dihydrofuran-2-one,False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""O=C1OCCC1Oc1ccc(C(F)(F)F)cc1""], ""reactants"": [""O=C1OCCC1Br"", ""Oc1ccc(C(F)(F)F)cc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
379,gpt-5.4-low,2-chloro-4-propyl-6-(3-trifluoromethylphenyl)-pyrimidine,True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""CCCc1cc(-c2cccc(C(F)(F)F)c2)nc(Cl)n1""], ""reactants"": [""CCCc1cc(-c2cccc(C(F)(F)F)c2)nc(=O)n1"", ""O=P(Cl)(Cl)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
380,gpt-5.4-low,"2-(Dimethyl-amino)-6-[2-(3,4,5-trimethoxy-phenylamino)-pyrimidin-4-ylamino]-benzenesulfonamide",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,,1,1,0,0,1,1,1,0,Reaction contains an unresolved (NoSmi) compound.,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
381,gpt-5.4-low,"5-fluoro-N4-(3-hydroxyphenyl)-N2-(1H-pyrrol-1-yl)-2,4-pyrimidinediamine",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""Oc1cccc(Nc2nc(Nn3cccc3)ncc2F)c1""], ""reactants"": [""Nn1cccc1"", ""Oc1cccc(Nc2nc(Cl)ncc2F)c1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
382,gpt-5.4-low,"7-diethylamino-3-(4-phenyl-[1,2,3]triazol-1-yl)-chromen-2-one",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CCN(CC)c1ccc2cc(-n3cc(-c4ccccc4)nn3)c(=O)oc2c1""], ""reactants"": [""C#Cc1ccccc1"", ""CCN(CC)c1ccc2cc(N=N=N)c(=O)oc2c1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
383,gpt-5.4-low,"(3R,8aS)-3-(Chloromethyl)hexahydro-1H-pyrrolo[2,1-c][1,4]oxazine",True,human_validated,1,,noise-free,1,,0,mapping_or_template_failure,"{""products"": [""ClCC1CN2CCCC2CO1""], ""reactants"": [""ClCC1CO1"", ""OCC1CCCN1""], ""reagents"": [""O=S(=O)(O)O""]}",0,1,2,1,2,1,1,0,product atom mapping is incomplete,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0
384,gpt-5.4-low,"2-Ethyl-4-[5-(5-isobutyl-thiophen-2-yl)-[1,3,4]oxadiazol-2-yl]-6-methyl-phenol",False,no_valid_ground_truth,0,,noisy,0,no_valid_ground_truth,0,not_applicable_no_valid_ground_truth,"{""products"": [""CCc1cc(-c2nnc(-c3ccc(CC(C)C)s3)o2)cc(C)c1O""], ""reactants"": [""CC(C)Cc1ccc(C(=O)O)s1"", ""CCc1cc(C(=O)NN)cc(C)c1OCc1ccccc1""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
385,gpt-5.4-low,"5-benzyl-4-chloro-5H-pyrrolo[3,2-d]pyrimidin-2-amine",True,human_validated,1,1,noise-free,1,,1,,"{""products"": [""Nc1nc(Cl)c2c(ccn2Cc2ccccc2)n1""], ""reactants"": [""Nc1nc(=O)c2c(ccn2Cc2ccccc2)n1"", ""O=P(Cl)(Cl)Cl""], ""reagents"": []}",0,1,2,0,1,0,0,0,,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1
386,gpt-5.4-low,4-chloro-7-benzyloxy-6-methoxy-quinoline,True,human_validated,1,,noise-free,1,,0,ground_truth_mismatch,"{""products"": [""COc1cc2c(Nc3ccc4nccc4c3)ccnc2cc1O"", ""COc1cc2c(Nc3ccc4nccc4c3)ccnc2cc1OCc1ccccc1""], ""reactants"": [""COc1cc2c(Cl)ccnc2cc1OCc1ccccc1"", ""COc1cc2c(Nc3ccc4nccc4c3)ccnc2cc1OCc1ccccc1"", ""Nc1ccc2nccc2c1""], ""reagents"": [""CC(C)O"", ""CCO"", ""COc1cc2c(O)ccnc2cc1OCc1ccccc1"", ""O=P(Cl)(Cl)Cl"", ""[H]"", ""[Pd]""]}",0,2,2,3,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
