source_row,idx,title,ground_truth_valid,noise_label,generation_success,structured_output_success,json_reaction_step_count,reaction_processing_success,name_to_smiles_success,reaction_step_count,atom_mapping_success,template_processing_success,extraction_exact,template_anomaly_passed,template_anomaly_filtered,denoising_correct,strict_end_to_end_success
330,330,"4-Chloro-2,5-dimethyl-6-(2,4,6-trimethyl-benzyl)-pyrimidine",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
331,331,"6-Chloro-2-trifluoromethyl-7-(2,4,6-trimethyl-phenyl)-7H-imidazo[1,2-a]imidazole-3-carboxylic acid ethyl ester, Scheme 6: (AA)",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
332,332,13778.3) N-{1-(4-(4-fluorophenyl)-1H-imidazol-2-yl)heptyl}cyclohexanamine,False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
333,333,"N-[5-(6-fluoro-3-pyridinyl)-2,3-dihydro-1H-inden-2-yl]-2-propanesulfonamide",False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
334,334,4-allyl-1H-indol-5-ol,False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
335,335,Step 1 5-(3-Dimethylamino-acryloyl)-4′-methyl-biphenyl-3-carboxylic acid (2-methoxy-1-methyl-ethyl)-amide,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
336,336,4-(3-Chloro-pyrazin-2-ylamino)-1H-pyrazole-3-carboxylic acid (4-fluoro-phenyl)-amide,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
337,337,"N-[9,9,9′,9′-tetramethyl-7′-(4-nitro-phenylethynyl)-9H,9′H-[2,2′]bifluoreny-7-yl]-acetamide",False,noisy,1,1,5,1,0,4,0,0,0,0,1,1,1
338,338,"2-[(R)-1-[(3R,4S)-1-Benzyl-4-(3,4-difluoro-phenyl)-pyrrolidin-3-yl]-2-(tert-butyl-dimethyl-silanyloxy)-ethoxy]-5-chloro-pyridine",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
339,339,"2-[4-(Dimethoxy-phosphoryl)-but-2-enyl]-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1,3-dihydro-isobenzofuran-5-yl)-4-methyl-hex-4-enoic Acid Methyl Ester",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
340,340,N-(4-propargylpiperazin-1-ylethyl)-2-methyl-3-hydroxy-4-pyridinone,False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
341,341,"1-(2,6-diisopropyl-phenyl)-3-[1-(toluene-4-sulfonyl)cyclopentylmethyl]-urea",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
342,342,4-(4-oxo-4H-chromen-6-yl)benzoic Acid,False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
343,343,4-Bromo-2-(2-bromo-ethyl)-benzenesulfonyl chloride,True,noise-free,1,1,2,1,1,1,1,1,1,1,0,1,1
344,344,4-trifluoromethylphenylacetyl chloride,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
345,345,"Synthesis of 2-(5,6-dihydro-4H-pyrrolo[3,2,1-ij]quinolin-1-yl)-5-phenyl-1,3,4-oxadiazole (57)",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
346,346,Step (i): Synthesis of 2-phenylaminomethylene-malonic acid diethyl ester,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
347,347,[Step 1] 1-[(Chlorocarbonyl)oxy]ethyl 2-methylpropionate,True,noise-free,1,1,2,1,1,1,1,1,1,1,0,1,1
348,348,N-(2-Benzoyl-4-chloro-phenyl)-4-trifluoromethoxy-benzenesulfonamide,False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
349,349,"methyl 7-methyl-2,3-dioxo-1,2,3,4-tetrahydroquinoxaline-6-carboxylate",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
350,350,methyl 6-cyano-7-fluorochroman-4-carboxylate,True,noise-free,1,1,3,1,1,1,1,1,0,1,0,1,0
351,351,2-benzothiazol-2-yl-3-chloro-3-(4-nitrophenyl)-acrylonitrile,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
352,352,"Ethyl 4-[2,4-dichloro-7-(1-ethylpropyl)-1H-benzimidazol-1-yl]butanoate",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
353,353,"b) Synthesis of 1-hydroxy-6-propyl-3,4-dimethoxybenzene",False,noisy,1,1,3,1,1,1,1,1,0,1,0,0,0
354,354,6-(4-Morpholinyl)-2-pyridinamine,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
355,355,3-[(4-chloro-2-methoxybenzyl)amino]pyridine-4-carboxylic acid,False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
356,356,6-allyloxy-benzothiazole-2-carbonitrile,True,noise-free,1,1,2,1,1,2,1,1,1,1,0,1,1
357,357,"(R)-3-(4′-Cyano-biphenyl-4-yl)-2-{[(3R,7S)-3-[4-(3,4-dichloro-benzyloxy)-phenyl]-1-methyl-2-oxo-6-((S)-1-phenyl-propyl)-2,3,5,6,7,8-hexahydro-1H-4-oxa-1,6-diaza-anthracene-7-carbonyl]-amino}-propionic acid methyl ester",False,noisy,1,1,2,1,0,1,0,0,0,0,1,1,1
358,358,"(R)-8-(5-bromo-2-fluoro-phenyl)-8-methyl-6,6-dioxo-6λ6-thia-9-aza-spiro[4.5]deca-2,9-dien-10-ylamine",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
359,359,"4-amino-2-[4-(1-cyclopenten-1-ylcarbonyl)piperazinyl]-6,7-dimethoxyquinazoline",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
360,360,"1-(N,N-diethylsulphamoyl)-2-oxo-tetrahydroimidazole",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
361,361,"1-acetyl-3-(3,4-methylenedioxyphenyl)-1,3-dihydroimidazo[4,5-b]pyridin-2-one",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
362,362,4-Hydroxy-7-(2-hydroxy-3-phenoxypropoxy) coumarin,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
363,363,"(b) 2-Chloro-5-cyano-6-methyl-3-pyridine-carboxylic acid, ethyl ester",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
364,364,(b) N-2-hydroxypropyl-5-methyl-oxazolidine (HIPOX),False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
365,365,ethyl β-(2-naphthyl)-acrylate,False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
366,366,2-(5-hyroxypentylamino)-5-(6-methyl-3-pyridylmethyl)-4-pyrimidone,True,noise-free,1,1,1,1,1,1,1,1,0,0,1,0,0
367,367,"4-methoxycarbonyl-1-(3,5-dimethylphenyl)-5-pyrazolecarboxamide",False,noisy,1,1,2,1,0,1,0,0,0,0,1,1,1
368,368,cis methyl N-t-butoxycarbonyl-4-(2-di-ethylphosphonoethyl)pyrrolidine-2-carboxylate,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
369,369,"4-dibenzylaminobutyric acid, ethyl ester",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
370,370,"3,4-dihydro-3-methyl-1-phenylbenzo[f]phthalazine",False,noisy,1,1,2,1,0,2,0,0,0,0,1,1,1
371,371,"N-(ethyl)-2-dimethylamino-1,2,3,4-tetrahydrodibenzofuran-8-carboxamide",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
372,372,"{3-[2-Difluoromethyl-5-(4-methoxy-phenyl)-2H-[1,2,4]triazol-3-yl]-benzyl}-dimethyl-amine",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
373,373,6-{trans-[4-(2-methyl-3-phenylpropylamino)-cyclohexyl]}-3H-benzoxazol-2-one,False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
374,374,Preparation of 1-phenyl-3-trifluoromethyl-5-(p-tolyl)-1H-pyrazole,False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
375,375,"4-(2,3-dimethoxybenzoyl)pyridine",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
376,376,3-(1H-Indol-6-yl)-3-(3-chloro-phenyl)-N-methyl-propionamide,False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
377,377,"5-Chloro-3-(2-chloro-phenyl)-6-(2,4-difluoro-phenoxy)-1H-pyrazolo[3,4-b]pyrazine",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
378,378,3-(4-trifluoromethylphenoxy)dihydrofuran-2-one,False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
379,379,2-chloro-4-propyl-6-(3-trifluoromethylphenyl)-pyrimidine,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
380,380,"2-(Dimethyl-amino)-6-[2-(3,4,5-trimethoxy-phenylamino)-pyrimidin-4-ylamino]-benzenesulfonamide",False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
381,381,"5-fluoro-N4-(3-hydroxyphenyl)-N2-(1H-pyrrol-1-yl)-2,4-pyrimidinediamine",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
382,382,"7-diethylamino-3-(4-phenyl-[1,2,3]triazol-1-yl)-chromen-2-one",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
383,383,"(3R,8aS)-3-(Chloromethyl)hexahydro-1H-pyrrolo[2,1-c][1,4]oxazine",True,noise-free,1,1,3,1,1,1,1,1,1,0,1,0,0
384,384,"2-Ethyl-4-[5-(5-isobutyl-thiophen-2-yl)-[1,3,4]oxadiazol-2-yl]-6-methyl-phenol",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
385,385,"5-benzyl-4-chloro-5H-pyrrolo[3,2-d]pyrimidin-2-amine",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
386,386,4-chloro-7-benzyloxy-6-methoxy-quinoline,True,noise-free,1,1,3,1,1,3,1,1,1,1,0,1,1
387,387,ethyl 4-formyl-2-(methylthio)pyrimidine-5-carboxylate,True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
388,388,"(3S,4R,6S)-6-benzhydryl-4-benzylamino-tetrahydropyran-3-ol",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
389,389,"(S)-7-((4-(4-chlorophenyl)-5,6-dihydropyridin-1(2H)-yl)methyl)-4-ethyl-3-methyl-3,4-dihydropyrido[3,2-b]pyrazin-2(1H)-one",False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
390,390,1-[3-(N-benzyl-N-2-pyridyl amino)propyl]-4-(2-methylbenzamido)piperidine,False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
391,391,"1-butyl-3-[(3-dimethylcarbamoyl-2,3,4,5-tetrahydro-1H-3-benzazepin-7-yl) sulfonyl]urea",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
392,392,3-chloro-2-hydroxy-1-propyl acetate,True,noise-free,1,1,2,1,1,1,1,1,1,1,0,1,1
393,393,"5-Methyl-2[3-(N,N-diethylamino)-2-hydroxypropylaminocarbonyl]-3-methoxy-1-phenylindole",False,noisy,1,1,2,1,0,1,0,0,0,0,1,1,1
394,394,"5,11-Dihydro-11-[[3-[3-[(benzoyl)methylamino]propyl]-1-piperidinyl]acetyl]-6H-pyrido[2,3-b][1,4]benzodiazepin-6-one",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
395,395,"N4-(4-tert-butylbenzoyl)-N3-(4-methoxybenzoyl)-3,4-pyridinediamine",False,noisy,1,1,1,1,0,1,0,0,0,0,1,1,1
396,396,"a) Preparation of 1-(2-Fluorobenzyl)-3-[5chlorosulphinylfuran2-yl]pyrazolo[3,4-b]-pyridine",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
397,397,"diethyl{4-methyl-2-[4-(trifluoromethyl)phenyl]-1,3-thiazol-5-yl}methylphosphonate",True,noise-free,1,1,1,1,1,1,1,1,1,1,0,1,1
398,398,"5,7-Di-tert-butyl-1H-indole-2,3-dione",False,noisy,1,1,1,1,1,1,1,1,0,1,0,0,0
399,399,"2-Amino-5-{[6-chloro-4,4-dimethyl-2-hydroxy-5-methoxy-2-(trifluoromethyl)-1,2,3,4-tetrahydronaphthlen-1-yl]amino}-8-fluoro-quinoline",False,noisy,1,1,2,1,1,1,1,1,0,1,0,0,0
